id,Delta,R0,i0
5123,20.0,2.29129857582465,6027.0
5124,19.0,2.2315986539187613,6404.0
5125,22.0,2.1421941385234553,7026.0
5126,16.0,2.3746249775170813,2329.0
5127,20.0,2.377731218264156,3179.0
5128,21.0,2.3085285557530697,3188.0
5129,16.0,2.2321169784769386,4048.0
5130,16.0,2.1876482779237243,6086.0
5131,21.0,2.42981859327339,2026.0
5132,20.0,2.1865892790285186,8591.0
5133,14.0,2.770621477066724,587.0
5134,16.0,2.30366767016107,3577.0
5135,21.0,2.316005265488445,3002.0
5136,20.0,2.3469207404476786,5766.0
5137,18.0,2.258999997242132,4258.0
5138,21.0,2.12183904796645,9638.0
5139,17.0,2.1275470161331165,6404.0
5140,22.0,2.2269767426213223,5227.0
5141,15.0,2.3094047292483504,4528.0
5142,18.0,2.3594462373365177,3884.0
5143,21.0,2.1290596922117597,5999.0
5144,21.0,2.0802813929231885,7840.0
5145,21.0,2.3243951031778884,4037.0
5146,19.0,2.2000894127262463,8188.0
5147,19.0,2.174395741412804,7816.0
5148,23.0,2.0736053260329688,9158.0
5149,22.0,2.09543116267345,6664.0
5150,19.0,2.304698263030664,5020.0
5151,20.0,2.319963528165132,5800.0
5152,14.0,2.407954755272126,2908.0
5153,23.0,2.1562649773776084,7055.0
5154,18.0,2.1541054136251567,5201.0
5155,21.0,2.241455866346228,6989.0
5156,22.0,2.238961007615491,4034.0
5157,20.0,2.4052730980521773,2760.0
5158,19.0,2.200687650270204,4930.0
5159,21.0,2.2754028648969724,7079.0
5160,20.0,2.177905155522212,9171.0
5161,21.0,2.347414402129153,2970.0
5162,16.0,2.329231437250601,3404.0
5163,14.0,2.4896972443571492,1626.0
5164,21.0,2.2435931856573594,4279.0
5165,15.0,2.4986856490132974,1552.0
5166,18.0,2.1208852261400244,8405.0
5167,19.0,2.2619830456172685,3436.0
5168,20.0,2.278206384103662,3657.0
5169,19.0,2.200792120618128,5441.0
5170,22.0,2.151592301987488,8852.0
5171,18.0,2.087247574839344,9158.0
5172,18.0,2.3359960492234046,4380.0
5173,18.0,2.1240942081130423,9297.0
5174,21.0,2.1977594512837015,4277.0
5175,20.0,2.1100689029672477,8997.0
5176,18.0,2.3827156570866985,3280.0
5177,17.0,2.2834175447900247,3583.0
5178,17.0,2.190288038537001,5566.0
5179,19.0,2.038948174080694,9439.0
5180,16.0,2.323631645640418,3461.0
5181,19.0,2.130680992771407,7055.0
5182,21.0,2.1226657448351767,7361.0
5183,18.0,2.204804068733986,8074.0
5184,16.0,2.3452655450848696,3836.0
5185,16.0,2.4196909869742385,3272.0
5186,19.0,2.3254569663357003,4942.0
5187,21.0,2.066065673273796,8571.0
5188,20.0,2.066254423431771,8612.0
5189,16.0,2.3284740085430014,4069.0
5190,18.0,2.4506304476590244,2939.0
5191,18.0,2.4335564576220112,2590.0
5192,18.0,2.135088631998768,8997.0
5193,17.0,2.370629452139092,4304.0
5194,17.0,2.4303966191870012,2760.0
5195,16.0,2.2201953387372995,4035.0
5196,22.0,2.1664483323411834,8171.0
5197,22.0,2.1420847878953477,6437.0
5198,21.0,2.2345556001369964,6769.0
5199,17.0,2.55875887937929,1326.0
5200,19.0,2.086542523341099,7470.0
